speaker,original_speakerid_in_metadata,gender,ethnicity,occupation_type,education_type,occupation,education,childcity,childloc,childzip,childstate,childLat,childLong,teencity,teenloc,teenzip,teenstate,teenLat,teenLong,adultcity,adultzip,adultstate,MT_taskname,consented_for_audio_to_be_public,origin,childLatJittered,childLongJittered,birthyear
1651,451,M,white,Logistics,grad,4,5,New Haven,urban,6501,CT,41.3065175,-72.9260084,New Haven,urban,6501,CT,41.3065175,-72.9260084,New Haven,6501.0,CT,2016_10_4_7_sSxbN,yes,MechanicalTurkProject,41.30893605993447,-72.91954883240076,1987
1653,453,M,white,Laborer,somecoll,5,3,Pembroke,suburban,3275,NH,43.170513,-71.417063,Pembroke,suburban,3275,NH,43.170513,-71.417063,Pembroke,3275.0,NH,2016_10_4_11_NQMFy,yes,MechanicalTurkProject,43.16550628819473,-71.4212793979091,1983
1654,454,M,white,Ad Rater,bach,3,4,Gloucester,urban,1930,MA,42.61991,-70.6818235,Penobscot,rural,4476,ME,44.4827026,-68.705997,Penobscot,4476.0,ME,2016_10_4_12_oHhOc,no,MechanicalTurkProject,42.61668192792148,-70.68439597997633,1986
1656,456,M,white,Student,somecoll,3,3,Bridgewater,suburban,2324,MA,41.9723874,-70.9787781,Bridgewater,suburban,2324,MA,41.9723874,-70.9787781,Amherst,1003.0,MA,2016_10_5_2_dUfJn,yes,MechanicalTurkProject,41.97231764225999,-70.98128506381285,1992
1657,457,M,white,Sale Associate,somecoll,3,3,Waltham,suburban,2453,MA,42.3695421,-71.2405131,Waltham,suburban,2453,MA,42.3695421,-71.2405131,Waltham,2453.0,MA,2016_10_5_14_krVHu,yes,MechanicalTurkProject,42.36469332532965,-71.24590340191821,1992
1658,458,M,white,Greenskeeper,somecoll,4,3,Athol,rural,1331,MA,42.5624081,-72.1910798,Athol,rural,1331,MA,42.5624081,-72.1910798,Athol,1331.0,MA,2016_10_5_15_bDHVm,yes,MechanicalTurkProject,42.56319047953453,-72.18145698885439,1981
1659,459,M,korean,Analyst,bach,3,4,Concord,suburban,3301,NH,43.2322695,-71.5530123,Concord,suburban,3301,NH,43.2322695,-71.5530123,Waterville,4901.0,ME,2016_10_5_17_duDvu,no,MechanicalTurkProject,43.23150446739604,-71.54470578766376,1983
1660,460,F,white,Teacher,bach,3,4,Lakeville,rural,2347,MA,41.8345071,-70.957099,Lakeville,rural,2347,MA,41.8345071,-70.957099,Lakeville,2347.0,MA,2016_10_5_19_WgzPH,no,MechanicalTurkProject,41.8406035050452,-70.96305569051572,1989
1661,461,F,white,Home Health Aide,somecoll,3,3,Burlington,suburban,5401,VT,44.4766215,-73.2099981,Burlington,suburban,5401,VT,44.4766215,-73.2099981,Burlington,5401.0,VT,2016_10_5_23_dCDZO,yes,MechanicalTurkProject,44.47166508579793,-73.21734956829663,1967
1662,462,F,puerto,Library Assistant,somecoll,4,3,Hartford,urban,6120,CT,41.7890733,-72.6643555,Hartford,urban,6120,CT,41.7890733,-72.6643555,Hartford,6120.0,CT,2016_10_6_0_iyyuh,yes,MechanicalTurkProject,41.78761771964072,-72.65645187501813,1994
1665,465,M,white,Customer Service,bach,3,4,North Attleboro,suburban,2760,MA,41.9725026,-71.3352028,North Attleboro,suburban,2760,MA,41.9725026,-71.3352028,North Attleboro,2760.0,MA,2016_10_6_15_CcEva,yes,MechanicalTurkProject,41.9781504719229,-71.33508727572776,1992
1666,466,M,white,Security Guard,somecoll,5,3,Bridgeport,urban,6604,CT,41.1829197,-73.2080265,Bridgeport,suburban,6606,CT,41.2121097,-73.2066729,Bridgeport,6606.0,CT,2016_10_6_15_xAvVA,yes,MechanicalTurkProject,41.18431958943037,-73.20617730694984,1984
1667,467,M,white,Farm Laborer,bach,5,4,Milbridge,suburban,4658,ME,44.5079099,-67.878004,Milbridge,suburban,4658,ME,44.5079099,-67.878004,Milbridge,4658.0,ME,2016_10_6_19_wvPWc,yes,MechanicalTurkProject,44.50206956939257,-67.88773056126074,1992
1669,469,M,white,Self-Employed(Pro Gamer),high,4,2,"Milford, MA",suburban,1757,MA,42.1586917,-71.5214188,"Milford, MA",suburban,1757,MA,42.1586917,-71.5214188,"Milford, MA",1757.0,MA,2016_10_7_13_dTMsa,no,MechanicalTurkProject,42.15535844132221,-71.51810806158686,1986
1670,470,F,white,Administrative Assistant,somecoll,3,3,St. Johnsbury,rural,5819,VT,44.4047368,-71.9830753,St. Johnsbury,rural,5819,VT,44.4047368,-71.9830753,Concord,3301.0,NH,2016_10_7_14_Mklxi,yes,MechanicalTurkProject,44.40803521072036,-71.97357460238038,1977
1671,471,F,white,marketing manager,bach,2,4,Dartmouth,suburban,2748,MA,41.5535737,-70.9711353,Dartmouth,suburban,2748,MA,41.5535737,-70.9711353,Boston (theatre district),2116.0,MA,2016_10_7_17_YgPkk,yes,MechanicalTurkProject,41.55642462620477,-70.97017924280665,1988
1672,472,F,white,mental health,bach,4,4,fairfield,rural,4937,ME,44.6516533,-69.6612755,waterville,rural,4901,ME,44.5410987,-69.5730117,conway,3818.0,NH,2016_10_7_18_Ywzup,yes,MechanicalTurkProject,44.64505770485089,-69.65503120914408,1971
1673,473,F,white,self employed health care,somecoll,4,3,NewBedford,urban,2740,MA,41.6374847,-70.9382651,Mattapoisett,suburban,2739,MA,41.665794,-70.814531,Dartmouth,2748.0,MA,2016_10_7_20_QYBYU,yes,MechanicalTurkProject,41.634687269866525,-70.94220237228122,1956
1674,474,M,white,Bookseller,bach,3,4,Buxton,rural,4093,ME,43.6363874,-70.5388313,Buxton,rural,4093,ME,43.6363874,-70.5388313,Buxton,4093.0,ME,2016_10_8_7_XLcfg,yes,MechanicalTurkProject,43.635740273461344,-70.53911312017235,1976
1675,475,M,white,Landscaper/Chef,high,4,2,pepperell,suburban,1463,MA,42.6706425,-71.6028575,pepperell,suburban,1463,MA,42.6706425,-71.6028575,groton,1450.0,MA,2016_10_8_9_crsLB,yes,MechanicalTurkProject,42.666292336976085,-71.61010629731231,1990
1676,476,M,white,US Coast Guard Food Service Specialist,somecoll,3,3,Manchester,urban,6040,CT,41.7614154,-72.525608,Vernon,suburban,6066,CT,41.8375231,-72.4591228,Vernon,6066.0,CT,2016_10_8_15_gICQX,yes,MechanicalTurkProject,41.764151805203134,-72.52357938349178,1991
1677,477,F,white,HR Generalist,grad,3,5,Mystic,rural,6355,CT,41.3668992,-71.9763715,Mystic,rural,6355,CT,41.3668992,-71.9763715,Groton,6340.0,CT,2016_10_8_18_RTUUZ,yes,MechanicalTurkProject,41.36297209228572,-71.97936302308095,1987
1678,478,F,white,Assembly Worker,somecoll,5,3,Newport,rural,3773,NH,43.3713455,-72.2027889,Sunapee,rural,3782,NH,43.3900882,-72.0931293,Sunapee,3782.0,NH,2016_10_8_19_pAyPW,no,MechanicalTurkProject,43.3742313780828,-72.20158072919153,1958
1679,479,F,white,Teacher,bach,3,4,"Hingham, MA",suburban,2043,MA,42.2160985,-70.8812702,Hingham,suburban,2043,MA,42.2160985,-70.8812702,Amherst,1002.0,MA,2016_10_8_20_eYfsn,yes,MechanicalTurkProject,42.21067442425628,-70.88927649566662,1966
1681,481,F,white,paralegal,somecoll,3,3,St. Johnsbury,suburban,5819,VT,44.4047368,-71.9830753,St. Johnsbury,suburban,5819,VT,44.4047368,-71.9830753,Pittsfield,3263.0,NH,2016_10_9_10_yDMDi,yes,MechanicalTurkProject,44.40272333584265,-71.99125405920041,1963
1682,482,F,white,paralegal,bach,3,4,Cheshire,suburban,6410,CT,41.5118273,-72.9036174,Cheshire,suburban,6410,CT,41.5118273,-72.9036174,Wallingford,6492.0,CT,2016_10_9_11_jnnrQ,yes,MechanicalTurkProject,41.51510554993419,-72.91023618535722,1982
1683,483,F,white,Healing Arts Practitioner,bach,3,4,Pomfret,rural,5053,VT,43.7194469,-72.4892254,Woodstock,rural,5091,VT,43.634612,-72.5771186,Somerville,2143.0,MA,2016_10_9_13_gYhpe,yes,MechanicalTurkProject,43.72540405699952,-72.4969436198945,1989
1684,484,F,chinese,consultant,grad,3,5,Peabody,suburban,1960,MA,42.5342016,-70.969734,peabody,suburban,1960,MA,42.5342016,-70.969734,boston,2215.0,MA,2016_10_9_14_FwpHB,yes,MechanicalTurkProject,42.53168296696383,-70.97222098350576,1988
1685,485,M,white,Engineer,bach,4,4,Fall River,rural,2721,MA,41.6751253,-71.148281,Dighton,rural,2715,MA,41.8035976,-71.1534583,Bridgewater,2324.0,MA,2016_10_9_17_oYJki,yes,MechanicalTurkProject,41.68091263569492,-71.15625354997441,1976
1686,486,F,white,pharmacist,bach,1,4,kingston,rural,2364,MA,41.9871959,-70.7419417,kingston,rural,2364,MA,41.9871959,-70.7419417,west roxbury,2132.0,MA,2016_10_9_18_IwUxV,no,MechanicalTurkProject,41.988730180175146,-70.74879556290806,1978
1687,487,F,white,One on One instructor for special needs children,somecoll,3,3,Greenbush,rural,4418,ME,45.0884157,-68.4614065,Greenbush,rural,4418,ME,45.0884157,-68.4614065,Van Buren,4785.0,ME,2016_10_9_21_iCjIS,yes,MechanicalTurkProject,45.08525909748626,-68.45827482965042,1980
1688,488,M,otherasian,Engineer,somecoll,4,3,Glastonbury,suburban,6033,CT,41.7074627,-72.5389323,Glastonbury,suburban,6033,CT,41.7074627,-72.5389323,Springfield,1119.0,MA,2016_10_9_23_uiZxK,no,MechanicalTurkProject,41.70271459624161,-72.54691674145697,1997
1689,489,F,white,Labor and Delivery Nurse,bach,2,4,Westwood,suburban,2090,MA,42.2196447,-71.2167692,Westwood,suburban,2090,MA,42.2196447,-71.2167692,Amherst,1003.0,MA,2016_10_10_2_VcTIx,yes,MechanicalTurkProject,42.22628828530689,-71.21406826746572,1997
1690,490,M,white,Cook,bach,5,4,Ipswich,suburban,1938,MA,42.68386,-70.8426662,Ipswich,suburban,1938,MA,42.68386,-70.8426662,Ipswich,1938.0,MA,2016_10_10_2_vpgHD,yes,MechanicalTurkProject,42.68434955523425,-70.8354816398288,1981
1691,491,F,white,Dispatcher,somecoll,4,3,Providence,urban,2908,RI,41.8398254,-71.436794,Providence,urban,2906,RI,41.8401692,-71.3904078,Providence,2908.0,RI,2016_10_10_9_LGEXt,yes,MechanicalTurkProject,41.845810958501765,-71.43574732105442,1972
1692,492,M,chinese,Systems Administrator,grad,2,5,Cambridge,suburban,2138,MA,42.3796372,-71.1351523,Cambridge,suburban,2138,MA,42.3796372,-71.1351523,Cambridge,2138.0,MA,2016_10_10_9_qCXOz,yes,MechanicalTurkProject,42.38517769676022,-71.14362486093385,1964
1693,493,M,white,car Sales Consultant,high,3,2,Winthrop,urban,2152,MA,42.3730546,-70.9748072,Medford,urban,2155,MA,42.4238395,-71.1076732,Woburn,1801.0,MA,2016_10_10_10_mIvvE,yes,MechanicalTurkProject,42.378774048536414,-70.96933291361348,1995
1695,495,F,white,Speech-Language Pathology Assistant,bach,3,4,Easton,suburban,2356,MA,42.0604855,-71.1249698,Easton,suburban,2356,MA,42.0604855,-71.1249698,Amherst,1002.0,MA,2016_10_10_11_oKxYF,yes,MechanicalTurkProject,42.05970754724387,-71.1298393008549,1995
1696,496,M,white,office administrator,bach,3,4,Tolland,rural,6084,CT,41.8830194,-72.3588694,Tolland,rural,6084,CT,41.8830194,-72.3588694,Tolland,6084.0,CT,2016_10_10_11_sBVeO,yes,MechanicalTurkProject,41.88287486189013,-72.36150792327594,1990
1697,497,F,white,Gym Owner,bach,2,4,Pittsfield,rural,1201,MA,42.4482361,-73.2737268,hancock,urban,1237,MA,42.5478177,-73.2680327,Pittsfield,1201.0,MA,2016_10_10_13_WtQRN,yes,MechanicalTurkProject,42.44950522870079,-73.26686760577446,1987
1698,498,F,white,Caregiver,somecoll,5,3,Stratford,suburban,6614,CT,41.2324658,-73.1298734,Stratford,suburban,6614,CT,41.2324658,-73.1298734,West Haven,6516.0,CT,2016_10_10_19_ddLdA,yes,MechanicalTurkProject,41.23362806313396,-73.13478170875148,1980
1699,499,F,white,Customer Service Representative ,somecoll,3,3,Livermore Falls,rural,4254,ME,44.4453592,-70.1382191,Livermore Falls,rural,4254,ME,44.4453592,-70.1382191,Livermore Falls,4254.0,ME,2016_10_10_19_MZkRt,yes,MechanicalTurkProject,44.43941047569955,-70.14826865748881,1989
1700,500,F,white,Physical Therapist,grad,3,5,Lyndonville,rural,5851,VT,44.5571323,-72.0805897,Lyndonville,rural,5851,VT,44.5571323,-72.0805897,Derby,5829.0,VT,2016_10_10_21_IDlHK,yes,MechanicalTurkProject,44.55771681817542,-72.08821732220974,1979
1702,502,M,white,Deputy Refuge Manager,somecoll,2,3,Bethel,rural,4217,ME,44.3800998,-70.8152388,Bethel,rural,4217,ME,44.3800998,-70.8152388,Colchester,5439.0,VT,2016_10_11_12_wBuxT,yes,MechanicalTurkProject,44.37766792934769,-70.82398721330352,1995
1703,503,M,white,Technical Support,bach,3,4,Littleton,suburban,1460,MA,42.5359311,-71.4905688,Littleton,suburban,1460,MA,42.5359311,-71.4905688,Littleton,1460.0,MA,2016_10_11_12_XwpmU,no,MechanicalTurkProject,42.53613340058109,-71.48493773589303,1970
1704,504,M,white,Produce Associate - Grocery,somecoll,5,3,Farmingdale,rural,4344,ME,44.2605484,-69.8278048,Farmingdale,rural,4344,ME,44.2605484,-69.8278048,Gorham,4038.0,ME,2016_10_11_13_ojscM,yes,MechanicalTurkProject,44.25499531823373,-69.8259432338372,1996
1705,505,F,white,Retail salesperson,high,6,2,Middletown,suburban,2842,RI,41.5186113,-71.2816845,Wakefield,suburban,2879,RI,41.4240132,-71.534272,Westerly,2891.0,RI,2016_10_11_15_cuIRs,yes,MechanicalTurkProject,41.51599211753858,-71.27772452319374,1982
1706,506,F,white,Work from home parent,somecoll,4,3,Southbury,suburban,6488,CT,41.476862,-73.2300815,Southbury,suburban,6488,CT,41.476862,-73.2300815,Southbury,6488.0,CT,2016_10_11_15_lwJoW,yes,MechanicalTurkProject,41.47874726911362,-73.23839090752597,1985
1707,507,M,white,Pharmacy Technician,somecoll,4,3,St. Albans,suburban,5478,VT,44.8094428,-73.0822093,St. Albans,suburban,5478,VT,44.8094428,-73.0822093,Kingston,2881.0,RI,2016_10_11_20_MDnWw,no,MechanicalTurkProject,44.80935673723746,-73.09190000439024,1997
1709,509,M,white,Scientist - Associate,bach,3,4,Auburn,suburban,4210,ME,44.0845366,-70.2496493,Auburn,suburban,4210,ME,44.0845366,-70.2496493,Auburn,4210.0,ME,2016_10_11_21_nOEiN,no,MechanicalTurkProject,44.08702615231185,-70.24099590556986,1987
1710,510,F,white,Customer Service Representative,somecoll,3,3,Limington,rural,4049,ME,43.7450037,-70.7029796,Spencer ,suburban,1562,MA,42.2472111,-71.9918667,Rockland,4841.0,ME,2016_10_11_22_zovvZ,yes,MechanicalTurkProject,43.74438699968479,-70.70247601499744,1991
1711,511,F,white,Daycare Assistant,somecoll,5,3,Dalton,rural,1226,MA,42.4811191,-73.1350734,Dalton,rural,1226,MA,42.4811191,-73.1350734,Boston,2108.0,MA,2016_10_12_10_BIYZT,yes,MechanicalTurkProject,42.48037853000067,-73.12586710279022,1987
1712,512,F,white,Instructional Technologist,bach,4,4,Bridgewater,suburban,2324,MA,41.9723874,-70.9787781,Bridgewater,suburban,2324,MA,41.9723874,-70.9787781,Boston,2116.0,MA,2016_10_12_10_cxLEo,yes,MechanicalTurkProject,41.97132355072174,-70.97763129276814,1988
1713,513,M,asianindian,Research Technician,somecoll,3,3,Wayland,suburban,1778,MA,42.3436865,-71.381186,Wayland,suburban,1778,MA,42.3436865,-71.381186,Wayland,,MA,2016_10_12_10_dWWJj,no,MechanicalTurkProject,42.3466300909276,-71.37279018319511,1992
1714,514,M,other,merchandizing,somecoll,3,3,Brockton,urban,2301,MA,42.0783714,-71.0423041,pawtucket,urban,2860,RI,41.8705624,-71.3886815,pawtucket,2860.0,RI,2016_10_12_19_vqHfz,no,MechanicalTurkProject,42.07680194396448,-71.03398941418753,1993
1715,515,F,white,Corrections Officer,somecoll,4,3,Parkman,rural,4443,ME,45.2280472,-69.3535249,Parkman,rural,4443,ME,45.2280472,-69.3535249,Parkman,4443.0,ME,2016_10_12_20_GYezi,yes,MechanicalTurkProject,45.22213492077114,-69.36068517267972,1995
1716,516,F,white,Administrative Assistant,bach,3,4,Acton,suburban,1720,MA,42.483953,-71.4384947,Acton,suburban,1720,MA,42.483953,-71.4384947,Franklin,2038.0,MA,2016_10_13_9_pEMqT,yes,MechanicalTurkProject,42.47782659083227,-71.43539937208757,1971
1718,518,F,white,Barista,bach,4,4,Easthampton,suburban,1027,MA,42.2950079,-72.7518767,Easthampton,suburban,1027,MA,42.2950079,-72.7518767,Burlington,5401.0,VT,2016_10_13_13_FMBhk,no,MechanicalTurkProject,42.29984411004239,-72.7614959285672,1993
1722,522,M,white,Education,grad,3,5,Boston,urban,2132,MA,42.2804549,-71.1620165,Boston,urban,2132,MA,42.2804549,-71.1620165,Watertown,2472.0,MA,2016_10_15_13_gEyUv,no,MechanicalTurkProject,42.28062090178284,-71.157499840819,1978
1723,523,F,white,Teacher,assoc,3,3,Plainfield,rural,1070,MA,42.5184458,-72.9190166,Plainfield,rural,1070,MA,42.5184458,-72.9190166,Greenfield,1301.0,MA,2016_10_15_14_NAKoK,yes,MechanicalTurkProject,42.51224954218643,-72.91257353063305,1990
1725,525,F,white,Assistant Librarian,assoc,4,3,Gloucester,suburban,1930,MA,42.61991,-70.6818235,Ossipee,rural,3864,NH,43.6883051,-71.100411,Ossipee,3864.0,NH,2016_10_16_9_TARoh,yes,MechanicalTurkProject,42.61567068703624,-70.67568651940907,1976
1726,526,F,white,Starbucks Barista,bach,4,4,Suffield,suburban,6078,CT,41.9927306,-72.6514596,Middletown,urban,6457,CT,41.549278,-72.6562,Springfield,1109.0,MA,2016_10_16_12_MqgUQ,yes,MechanicalTurkProject,41.99118033775901,-72.65358987252303,1994
1728,528,M,white,Education,bach,3,4,Cambridge,urban,2139,MA,42.3629856,-71.1033529,Cambridge,urban,2139,MA,42.3629856,-71.1033529,Cambridge,2138.0,MA,2016_10_16_14_anQca,no,MechanicalTurkProject,42.359662841660345,-71.10318485936521,1985
1730,530,F,white,Customer Service,somecoll,3,3,East Hartford,urban,6118,CT,41.7487016,-72.6096858,Vernon,urban,6066,CT,41.8375231,-72.4591228,Boston,2115.0,MA,2016_10_16_17_GYmlh,yes,MechanicalTurkProject,41.74802545096756,-72.61721637815756,1992
1732,532,M,white,Biomedical Engineer,grad,4,5,Shrewsbury,suburban,1545,MA,42.2847672,-71.7142277,Shrewsbury,suburban,1545,MA,42.2847672,-71.7142277,Philadelphia,19107.0,PA,2016_10_16_21_TQgjT,no,MechanicalTurkProject,42.2861895513964,-71.71233485786267,1989
1733,533,M,white,Mental health worker,bach,4,4,South Burlington,suburban,5403,VT,44.4448665,-73.1734678,South Burlington,suburban,5403,VT,44.4448665,-73.1734678,Burlington,5401.0,VT,2016_9_22_13_ApoeC,yes,MechanicalTurkProject,44.43891316482918,-73.16857426420653,1988
1734,534,F,white,Researcher,bach,3,4,Pembroke,suburban,3275,NH,43.170513,-71.417063,Pembroke,suburban,3275,NH,43.170513,-71.417063,Durham,3824.0,NH,2016_9_23_13_IGXSv,yes,MechanicalTurkProject,43.16776667872953,-71.40884255825058,1989
1735,535,F,white,Factory Worker,assoc,5,3,Gardner,suburban,1440,MA,42.5865157,-71.9880619,Gardner,suburban,1440,MA,42.5865157,-71.9880619,Winchendon,1475.0,MA,2016_9_23_13_uBUDK,yes,MechanicalTurkProject,42.58487420918627,-71.98963634544573,1984
1736,536,F,white,Grocery store cashier,bach,5,4,Gardner,rural,1440,MA,42.5865157,-71.9880619,Phillipston,rural,1331,MA,42.5624081,-72.1910798,Worcester,1610.0,MA,2016_10_9_13_ZGIfN,yes,MechanicalTurkProject,42.58673970554392,-71.98096612986609,1993
1737,537,M,puerto,Chipotle Crew Member,somecoll,5,3,Lynn,urban,1902,MA,42.4710392,-70.9415353,Lynn,urban,1902,MA,42.4710392,-70.9415353,Lynn,1902.0,MA,2016_10_17_0_OgMHT,yes,MechanicalTurkProject,42.4698545575291,-70.93904798634765,1995
1738,538,M,white,Cultivation assistant ,bach,4,4,Portland,suburban,4103,ME,43.694105,-70.2879267,Camden,rural,4843,ME,44.2384055,-69.0640391,Portland,4103.0,ME,2016_10_17_6_SOPxO,yes,MechanicalTurkProject,43.69520037942996,-70.29496280066918,1985
1739,539,F,white,Licensed Massage Therapist,bach,4,4,north kingstown,suburban,2852,RI,41.5885522,-71.459825,north kingstown,suburban,2852,RI,41.5885522,-71.459825,Durham,3824.0,NH,2016_10_17_8_oODJw,yes,MechanicalTurkProject,41.5878318482421,-71.46517233423458,1977
1740,540,F,white,Studen,somecoll,3,3,Hudson,suburban,1749,MA,42.3890712,-71.5458637,Hudson,suburban,1749,MA,42.3890712,-71.5458637,Amherst,1003.0,MA,2016_10_17_12_wSMFD,yes,MechanicalTurkProject,42.39425964654385,-71.5520138867872,1996
1741,541,M,white,Financial Analyst ,bach,3,4,Middletown,suburban,6457,CT,41.549278,-72.6562,Middletown,suburban,6457,CT,41.549278,-72.6562,Middletown,6457.0,CT,2016_10_17_13_NDMlw,yes,MechanicalTurkProject,41.548130471224674,-72.6622061418157,1986
1742,542,M,white,Bookeeper,somecoll,3,3,Sharon,suburban,2067,MA,42.1077816,-71.1817715,Sharon,suburban,2067,MA,42.1077816,-71.1817715,Dorchester,2125.0,MA,2016_10_17_15_BplLn,yes,MechanicalTurkProject,42.10683802446894,-71.19062211550101,1996
1743,543,F,white,Student,bach,3,4,New Fairfield,rural,6812,CT,41.4827428,-73.4879196,New Fairfield,rural,6812,CT,41.4827428,-73.4879196,Ithaca,14851.0,NY,2016_10_17_16_UoDeS,yes,MechanicalTurkProject,41.486575578087965,-73.48481566708914,1991
1744,544,F,black,Student,somecoll,3,3,Springfield,suburban,1109,MA,42.1196737,-72.5497259,Springfield,urban,1109,MA,42.1196737,-72.5497259,Springfield,1109.0,MA,2016_10_17_18_lynXR,yes,MechanicalTurkProject,42.121134371053394,-72.54838326551564,1993
1745,545,F,white,Director of Orientation,grad,2,5,Essex Junction,rural,5452,VT,44.5388717,-73.0500851,Essex Junction,rural,5452,VT,44.5388717,-73.0500851,Lowell,1854.0,MA,2016_10_17_18_tdjjp,no,MechanicalTurkProject,44.53574508379454,-73.05283045640124,1979
1746,546,F,native,Full Time parent ,bach,6,4,Raymond,suburban,4071,ME,43.9280485,-70.4502419,Gray,suburban,4039,ME,43.9045512,-70.3670267,Gray,4039.0,ME,2016_10_17_22_ycLmX,yes,MechanicalTurkProject,43.93122285496488,-70.44765443336699,1986
1747,547,F,white,Writer,somecoll,4,3,Canaan,rural,3741,NH,43.6769397,-72.0070015,Claremont,urban,3743,NH,43.3607254,-72.3269286,Windsor,5089.0,VT,2016_10_18_7_zDpen,yes,MechanicalTurkProject,43.68140399404546,-72.00912362644868,1982
1748,548,F,white,Department Supervisor,bach,2,4,Bowdoinham,rural,4008,ME,44.0430363,-69.8640722,Bowdoinham,rural,4008,ME,44.0430363,-69.8640722,Bowdoinham,4008.0,ME,2016_10_18_11_lylrB,yes,MechanicalTurkProject,44.036527884020224,-69.86306612331909,1984
1749,549,F,otherasian,Nursing assistant,bach,2,4,Rockville,urban,6066,CT,41.8375231,-72.4591228,Taunton,suburban,2780,MA,41.909112,-71.1183464,Meriden,6451.0,CT,2016_10_18_13_XPaCG,yes,MechanicalTurkProject,41.84443974868541,-72.45533077630748,1989
1750,550,F,white,Artist,somecoll,4,3,Orange,suburban,6477,CT,41.2849513,-73.0246368,Stratford,suburban,6477,CT,41.2849513,-73.0246368,Naugatuck,,CT,2016_10_18_13_yjkhG,yes,MechanicalTurkProject,41.28941829941532,-73.03122439152611,1989
1751,551,F,other,Screenwriter,somecoll,4,3,Smithfield,suburban,2828,RI,41.8800829,-71.5643115,Smithfield,suburban,2828,RI,41.8800829,-71.5643115,Pawtucket,2860.0,RI,2016_10_18_15_QpFCg,no,MechanicalTurkProject,41.8771387361245,-71.56340929949174,1973
1752,552,M,white,Bank Manager,somecoll,2,3,Warwick,suburban,2888,RI,41.7476708,-71.4061184,Warwick,suburban,2888,RI,41.7476708,-71.4061184,Warwick,2888.0,RI,2016_10_18_17_kLSAv,yes,MechanicalTurkProject,41.74217801111353,-71.4054409557357,1994
1753,553,F,white,Current 4-year undergrad student,somecoll,3,3,Westfield,suburban,1085,MA,42.1535029,-72.771602,Westfield,suburban,1085,MA,42.1535029,-72.771602,Morgantown,26505.0,WV,2016_10_18_17_LkmLE,yes,MechanicalTurkProject,42.15444851898816,-72.77029720815713,1996
1755,555,F,white,Sales Representative,somecoll,3,3,Gorham,suburban,4038,ME,43.7036174,-70.4637804,Biddeford,urban,4005,ME,43.492125,-70.4853676,Biddeford,4005.0,ME,2016_10_19_10_VdpMd,yes,MechanicalTurkProject,43.69867735753317,-70.46246823034406,1996
1756,556,M,white,writer,bach,4,4,Preston,suburban,6365,CT,41.5186523,-72.0065973,Preston,suburban,6365,CT,41.5186523,-72.0065973,Hartford,6101.0,CT,2016_10_19_16_bbqhN,yes,MechanicalTurkProject,41.513421785192165,-72.01549294209666,1970
1760,560,M,white,Golfer Care,bach,4,4,Westport,rural,2790,MA,41.5991765,-71.0823714,Westport,rural,2790,MA,41.5991765,-71.0823714,Westport,2790.0,MA,2016_10_20_13_jvkfl,yes,MechanicalTurkProject,41.60443757846227,-71.09013968647885,1986
1762,562,M,white,Salesman ,bach,3,4,Fairfield,suburban,6824,CT,41.1730393,-73.280818,Fairfield,suburban,6824,CT,41.1730393,-73.280818,Bryn Athyn ,19009.0,PA,2016_10_20_17_BqvNx,no,MechanicalTurkProject,41.173168033720096,-73.28684736079367,1994
1763,563,M,white,Teaching Assistant,bach,3,4,Camden,rural,4843,ME,44.2384055,-69.0640391,Camden,rural,4843,ME,44.2384055,-69.0640391,Camden,4843.0,ME,2016_10_20_17_rnDID,yes,MechanicalTurkProject,44.23816064356265,-69.06351551307344,1990
1764,564,M,white,Student,high,3,2,Greenwich,suburban,6870,CT,41.0235507,-73.5712352,Greenwich,suburban,6870,CT,41.0235507,-73.5712352,Greenwich,6870.0,CT,2016_10_20_19_XeHEc,yes,MechanicalTurkProject,41.0177575222543,-73.57836616550105,1998
1765,565,F,white,deli manager,somecoll,2,3,Claremont,suburban,3743,NH,43.3607254,-72.3269286,Claremont,suburban,3743,NH,43.3607254,-72.3269286,Cornish,3745.0,NH,2016_10_20_20_SJDsE,yes,MechanicalTurkProject,43.364757298005614,-72.33223762504184,1988
1766,566,M,white,Student,bach,3,4,South Kingstown ,suburban,2879,RI,41.4240132,-71.534272,South Kingstown,suburban,2879,RI,41.4240132,-71.534272,South Kingstown,2879.0,RI,2016_10_21_0_mFiFJ,no,MechanicalTurkProject,41.42499010182674,-71.53970553754645,1993
1767,567,M,white,Bookkeeper,bach,3,4,Coventry,rural,2816,RI,41.6920463,-71.6191159,Coventry,rural,2816,RI,41.6920463,-71.6191159,Hope,2831.0,RI,2016_10_21_12_TrIkf,yes,MechanicalTurkProject,41.69853570900481,-71.6200320066873,1992
1769,569,M,white,Student,somecoll,3,3,Danbury,suburban,6810,CT,41.3742839,-73.4576107,Danbury,suburban,6810,CT,41.3742839,-73.4576107,New Haven,6515.0,CT,2016_10_22_2_TXFes,no,MechanicalTurkProject,41.36813308245345,-73.45664410270624,1996
1770,570,M,white,Pogrammer Analyst,assoc,3,3,West Warwick,suburban,2893,RI,41.6790059,-71.5186877,West Warwick,suburban,2893,RI,41.6790059,-71.5186877,West Warwick,2893.0,RI,2016_10_22_10_CbTcf,no,MechanicalTurkProject,41.67229393663127,-71.52476987244523,1989
